Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Xi Lai Gaming,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Xi Lai Gaming,Eco (won),7,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Xi Lai Gaming,$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Xi Lai Gaming,$$ (won),9,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Xi Lai Gaming,$$$ (won),20,7
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Mega Minors,Pistol Won,,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Mega Minors,Eco (won),6,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Mega Minors,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Mega Minors,$$ (won),4,4
Valorant Masters Santiago 2026,Swiss Stage,Round 1,Xi Lai Gaming vs NRG,All Maps,Mega Minors,$$$ (won),27,19
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,Eco (won),3,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,$$ (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,G2 Esports,$$$ (won),12,5
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,$ (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,$$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Split,Paper Rex,$$$ (won),14,10
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,$ (won),2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,$$ (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,G2 Esports,$$$ (won),7,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,$$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,Corrode,Paper Rex,$$$ (won),13,11
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,G2 Esports,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,G2 Esports,Eco (won),6,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,G2 Esports,$ (won),3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,G2 Esports,$$ (won),12,4
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,G2 Esports,$$$ (won),19,7
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,Paper Rex,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,Paper Rex,Eco (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,Paper Rex,$ (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,Paper Rex,$$ (won),4,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,G2 Esports vs Paper Rex,All Maps,Paper Rex,$$$ (won),27,21
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,Eco (won),3,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,$$ (won),6,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,T1,$$$ (won),11,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,Eco (won),4,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,$$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Breeze,Team Liquid,$$$ (won),15,10
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,Eco (won),3,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,$$ (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,T1,$$$ (won),18,8
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,Pistol Won,,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,Eco (won),3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,$$ (won),7,5
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,Split,Team Liquid,$$$ (won),18,10
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,T1,Pistol Won,,3
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,T1,Eco (won),6,4
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,T1,$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,T1,$$ (won),12,5
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,T1,$$$ (won),29,11
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,Team Liquid,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,Team Liquid,Eco (won),7,2
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,Team Liquid,$$ (won),9,6
Valorant Masters Santiago 2026,Swiss Stage,Round 1,T1 vs Team Liquid,All Maps,Team Liquid,$$$ (won),33,20
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,$$ (won),4,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Paper Rex,$$$ (won),15,10
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,Eco (won),4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,$$ (won),6,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Split,Mega Minors,$$$ (won),12,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,Eco (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,$$ (won),11,4
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Paper Rex,$$$ (won),9,4
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,Pistol Won,,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,Eco (won),5,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,$$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Pearl,Mega Minors,$$$ (won),18,13
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,Pistol Won,,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,Eco (won),4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,$$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Paper Rex,$$$ (won),19,13
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,Eco (won),4,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,$$ (won),8,4
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,Haven,Mega Minors,$$$ (won),12,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,Pistol Won,,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,Eco (won),9,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,$ (won),2,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,$$ (won),16,6
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Paper Rex,$$$ (won),43,27
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,Pistol Won,,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,Eco (won),13,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,$$ (won),14,9
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Paper Rex vs NRG,All Maps,Mega Minors,$$$ (won),42,21
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,$ (won),3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,$$ (won),6,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Gentle Mates,$$$ (won),12,9
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,$$ (won),5,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Pearl,Team Liquid,$$$ (won),16,8
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,Eco (won),3,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,$$ (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Gentle Mates,$$$ (won),11,9
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,$$ (won),6,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,Bind,Team Liquid,$$$ (won),7,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,Eco (won),6,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,$ (won),3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,$$ (won),8,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Gentle Mates,$$$ (won),23,18
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,Eco (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,$$ (won),11,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Gentle Mates vs Team Liquid,All Maps,Team Liquid,$$$ (won),23,10
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,Pistol Won,,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,Eco (won),3,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,$$ (won),4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,EDward Gaming,$$$ (won),6,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,Eco (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,$$ (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Bind,T1,$$$ (won),10,9
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,Eco (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,$ (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,$$ (won),7,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,EDward Gaming,$$$ (won),11,4
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,Pistol Won,,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,Eco (won),4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,$$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,Haven,T1,$$$ (won),17,11
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,Eco (won),5,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,$ (won),4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,$$ (won),11,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,EDward Gaming,$$$ (won),17,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,Eco (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,$$ (won),3,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),EDward Gaming vs T1,All Maps,T1,$$$ (won),27,20
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,$$ (won),5,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,Xi Lai Gaming,$$$ (won),12,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,Eco (won),4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,$$ (won),5,4
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Abyss,G2 Esports,$$$ (won),12,8
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,$ (won),2,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,$$ (won),7,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,Xi Lai Gaming,$$$ (won),4,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,$$ (won),2,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,Haven,G2 Esports,$$$ (won),11,10
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,Eco (won),6,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,$ (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,$$ (won),12,3
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,Xi Lai Gaming,$$$ (won),16,5
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,Pistol Won,,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,Eco (won),7,2
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,$ (won),0,0
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,$$ (won),7,6
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Xi Lai Gaming vs G2 Esports,All Maps,G2 Esports,$$$ (won),23,18
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,Eco (won),4,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,$ (won),1,0
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,$$ (won),5,2
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Mega Minors,$$$ (won),14,10
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,Pistol Won,,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,Eco (won),3,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,$ (won),1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 3,NRG vs Team Liquid,Breeze,Team Liquid,$$ (won),7,2
