Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,FURIA,viper,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,Paper Rex,omen,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,Paper Rex,yoru,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,Paper Rex,sova,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,Paper Rex,viper,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Breeze,Paper Rex,jett,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,BBL Esports,yoru,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,BBL Esports,sova,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,BBL Esports,neon,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,BBL Esports,astra,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,BBL Esports,cypher,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,Mega Minors,sova,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,Mega Minors,waylay,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,Mega Minors,astra,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,Mega Minors,killjoy,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Quarterfinals,Pearl,Mega Minors,tejo,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,Nongshim RedForce,viper,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,Nongshim RedForce,yoru,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,Nongshim RedForce,fade,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,Nongshim RedForce,neon,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,Nongshim RedForce,omen,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,G2 Esports,astra,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,G2 Esports,viper,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,G2 Esports,waylay,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,G2 Esports,skye,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Corrode,G2 Esports,iso,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,Nongshim RedForce,viper,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,Nongshim RedForce,yoru,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,Nongshim RedForce,fade,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,Nongshim RedForce,neon,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,Nongshim RedForce,omen,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,G2 Esports,astra,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,G2 Esports,viper,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,G2 Esports,waylay,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,G2 Esports,fade,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,G2 Esports,neon,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,Nongshim RedForce,astra,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,Nongshim RedForce,waylay,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,Nongshim RedForce,yoru,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,Nongshim RedForce,sova,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,Nongshim RedForce,omen,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,G2 Esports,astra,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,G2 Esports,waylay,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,G2 Esports,neon,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,G2 Esports,sova,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Abyss,G2 Esports,harbor,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Paper Rex,astra,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Paper Rex,yoru,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Paper Rex,sova,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Paper Rex,vyse,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Paper Rex,phoenix,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Mega Minors,astra,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Mega Minors,waylay,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Mega Minors,sova,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Mega Minors,killjoy,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,Mega Minors,tejo,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Paper Rex,skye,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Paper Rex,brimstone,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Paper Rex,harbor,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Paper Rex,raze,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Paper Rex,gekko,0,1,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Mega Minors,viper,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Mega Minors,yoru,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Mega Minors,fade,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Mega Minors,brimstone,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Bind,Mega Minors,raze,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,Nongshim RedForce,viper,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,Nongshim RedForce,yoru,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,Nongshim RedForce,brimstone,1,0,1
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,Nongshim RedForce,fade,1,0,1
